	time (sec)	xEast (m)	yNorth (m)	zUp (m)		vx (m/s)		vy (m/s)		vz (m/s)		head (deg)	pitch (deg)	roll (deg)
1000134	3.010106e+02	2.116970e+04	4.474382e+04	2.730854e+03	-1.949125e+01	-9.338574e+01	3.286810e+00	-1.095220e+00	2.013482e+02	1.402030e+00
1000135	3.011130e+02	2.116793e+04	4.473494e+04	2.731213e+03	-1.946770e+01	-9.334037e+01	3.318160e+00	-1.082380e+00	2.013471e+02	1.458560e+00
1000136	3.012149e+02	2.116528e+04	4.472494e+04	2.731581e+03	-1.944447e+01	-9.329536e+01	3.355290e+00	-1.069740e+00	2.013410e+02	1.508810e+00
1000137	3.013100e+02	2.116440e+04	4.471606e+04	2.731917e+03	-1.942251e+01	-9.325269e+01	3.394000e+00	-1.057970e+00	2.013306e+02	1.551510e+00
1000138	3.014138e+02	2.116175e+04	4.470607e+04	2.732290e+03	-1.939781e+01	-9.320454e+01	3.438380e+00	-1.045370e+00	2.013144e+02	1.595670e+00
1000139	3.015146e+02	2.115998e+04	4.469718e+04	2.732646e+03	-1.937271e+01	-9.315581e+01	3.472650e+00	-1.038960e+00	2.012942e+02	1.669880e+00
1000140	3.016188e+02	2.115822e+04	4.468719e+04	2.733020e+03	-1.934284e+01	-9.310049e+01	3.536590e+00	-1.086220e+00	2.012714e+02	1.841580e+00
1000141	3.017217e+02	2.115646e+04	4.467830e+04	2.733385e+03	-1.930870e+01	-9.303899e+01	3.638700e+00	-1.146760e+00	2.012497e+02	1.994290e+00
1000142	3.018232e+02	2.115380e+04	4.466831e+04	2.733758e+03	-1.927094e+01	-9.297276e+01	3.750880e+00	-1.206040e+00	2.012291e+02	2.120350e+00
1000143	3.019283e+02	2.115204e+04	4.465831e+04	2.734140e+03	-1.922754e+01	-9.289822e+01	3.875550e+00	-1.266500e+00	2.012089e+02	2.241430e+00
1000144	3.020308e+02	2.115028e+04	4.464943e+04	2.734510e+03	-1.918109e+01	-9.281969e+01	4.003240e+00	-1.324950e+00	2.011911e+02	2.352840e+00
1000145	3.021230e+02	2.114762e+04	4.464054e+04	2.734856e+03	-1.913616e+01	-9.274454e+01	4.120810e+00	-1.377010e+00	2.011774e+02	2.447990e+00
1000146	3.022241e+02	2.114585e+04	4.463166e+04	2.735232e+03	-1.908385e+01	-9.265789e+01	4.251380e+00	-1.433840e+00	2.011656e+02	2.548180e+00
1000147	3.023256e+02	2.114409e+04	4.462166e+04	2.735622e+03	-1.902876e+01	-9.256762e+01	4.382900e+00	-1.490700e+00	2.011574e+02	2.645080e+00
1000148	3.024184e+02	2.114232e+04	4.461389e+04	2.735974e+03	-1.897665e+01	-9.248300e+01	4.502610e+00	-1.542190e+00	2.011532e+02	2.730790e+00
1000149	3.025212e+02	2.114056e+04	4.460390e+04	2.736381e+03	-1.891710e+01	-9.238721e+01	4.637960e+00	-1.597630e+00	2.011527e+02	2.807030e+00
1000150	3.026240e+02	2.113880e+04	4.459390e+04	2.736795e+03	-1.885684e+01	-9.229070e+01	4.759470e+00	-1.652200e+00	2.011558e+02	2.863350e+00
1000151	3.027291e+02	2.113614e+04	4.458502e+04	2.737223e+03	-1.879451e+01	-9.219135e+01	4.875210e+00	-1.707540e+00	2.011616e+02	2.926480e+00
1000152	3.028322e+02	2.113438e+04	4.457502e+04	2.737658e+03	-1.873240e+01	-9.209273e+01	4.984140e+00	-1.760850e+00	2.011694e+02	2.990320e+00
1000153	3.029339e+02	2.113261e+04	4.456614e+04	2.738090e+03	-1.867029e+01	-9.199426e+01	5.086830e+00	-1.810860e+00	2.011783e+02	3.052360e+00
1000154	3.030383e+02	2.113085e+04	4.455614e+04	2.738549e+03	-1.860555e+01	-9.189147e+01	5.188030e+00	-1.859700e+00	2.011881e+02	3.113190e+00
1000155	3.031330e+02	2.112909e+04	4.454726e+04	2.738976e+03	-1.854586e+01	-9.179596e+01	5.277560e+00	-1.891020e+00	2.011965e+02	3.157680e+00
1000156	3.032353e+02	2.112732e+04	4.453838e+04	2.739441e+03	-1.848089e+01	-9.169135e+01	5.363470e+00	-1.915090e+00	2.012044e+02	3.192820e+00
1000157	3.033390e+02	2.112467e+04	4.452949e+04	2.739926e+03	-1.841478e+01	-9.158414e+01	5.441280e+00	-1.938900e+00	2.012104e+02	3.228380e+00
1000158	3.034422e+02	2.112290e+04	4.451950e+04	2.740423e+03	-1.834920e+01	-9.147744e+01	5.512210e+00	-1.960030e+00	2.012138e+02	3.264840e+00
1000159	3.035385e+02	2.112203e+04	4.451062e+04	2.740892e+03	-1.828815e+01	-9.137819e+01	5.573380e+00	-1.975840e+00	2.012143e+02	3.298820e+00
1000160	3.036410e+02	2.111938e+04	4.450173e+04	2.741401e+03	-1.822345e+01	-9.127302e+01	5.633800e+00	-1.991650e+00	2.012118e+02	3.334370e+00
1000161	3.037448e+02	2.111761e+04	4.449174e+04	2.741932e+03	-1.815771e+01	-9.116606e+01	5.690430e+00	-2.006140e+00	2.012060e+02	3.369200e+00
1000162	3.038485e+02	2.111585e+04	4.448286e+04	2.742464e+03	-1.809146e+01	-9.105798e+01	5.743580e+00	-2.018880e+00	2.011971e+02	3.400900e+00
1000163	3.039437e+02	2.111409e+04	4.447397e+04	2.742966e+03	-1.803047e+01	-9.095747e+01	5.790580e+00	-2.014740e+00	2.011860e+02	3.419560e+00
1000164	3.040444e+02	2.111232e+04	4.446509e+04	2.743502e+03	-1.796997e+01	-9.084952e+01	5.838620e+00	-1.811000e+00	2.011678e+02	3.351940e+00
